Timestamp, DeviceId, GPU Power (W), GPU Frequency (MHz), GPU Memory Utilization (%), GPU Energy Consumed (J)
2026-05-22T17:18:12.750,    0, 42.05, 1550, 0.86, 262144.00
2026-05-22T17:18:12.750,    1, 41.93, 1550, 0.86, 262144.00
2026-05-22T17:18:12.750,    2, 41.90, 1550, 0.86, 262144.00
2026-05-22T17:18:12.750,    3, 42.11, 1550, 0.86, 262144.00
2026-05-22T17:18:12.750,    4, 42.02, 1550, 7.37, 262144.00
2026-05-22T17:18:12.750,    5, 42.08, 1550, 0.86, 262144.00
2026-05-22T17:18:12.750,    6, 42.23, 1550, 0.86, 262144.00
2026-05-22T17:18:12.750,    7, 43.51, 1550, 0.86, 262144.00
2026-05-22T17:18:12.750,    8, 42.14, 1550, 0.86, 262144.00
2026-05-22T17:18:12.750,    9, 42.01, 1550, 0.86, 262144.00
2026-05-22T17:18:12.750,   10, 41.97, 1550, 0.86, 262144.00
2026-05-22T17:18:12.750,   11, 41.92, 1550, 0.86, 262144.00
2026-05-22T17:18:12.750,   12, 40.33, 1550, 0.86, 262144.00
2026-05-22T17:18:12.750,   13, 40.11, 1550, 0.86, 262144.00
2026-05-22T17:18:12.750,   14, 40.46, 1550, 0.86, 262144.00
2026-05-22T17:18:12.750,   15, 40.20, 1550, 0.85, 262144.00
2026-05-22T17:18:13.750,    0, 41.88, 1550, 0.86, 262144.00
2026-05-22T17:18:13.750,    1, 42.05, 1550, 0.86, 262144.00
2026-05-22T17:18:13.750,    2, 41.82, 1550, 0.86, 262144.00
2026-05-22T17:18:13.750,    3, 42.03, 1550, 0.86, 262144.00
2026-05-22T17:18:13.750,    4, 41.99, 1550, 7.37, 262144.00
2026-05-22T17:18:13.750,    5, 41.96, 1550, 0.86, 262144.00
2026-05-22T17:18:13.750,    6, 42.16, 1550, 0.86, 262144.00
2026-05-22T17:18:13.750,    7, 43.58, 1550, 0.86, 262144.00
2026-05-22T17:18:13.750,    8, 42.17, 1550, 0.86, 262144.00
2026-05-22T17:18:13.750,    9, 42.07, 1550, 0.86, 262144.00
2026-05-22T17:18:13.750,   10, 41.89, 1550, 0.86, 262144.00
2026-05-22T17:18:13.750,   11, 42.05, 1550, 0.86, 262144.00
2026-05-22T17:18:13.750,   12, 40.26, 1550, 0.86, 262144.00
2026-05-22T17:18:13.750,   13, 40.18, 1550, 0.86, 262144.00
2026-05-22T17:18:13.750,   14, 40.46, 1550, 0.86, 262144.00
2026-05-22T17:18:13.750,   15, 40.28, 1550, 0.85, 262144.00
2026-05-22T17:18:14.750,    0, 41.84, 1550, 0.86, 262144.00
2026-05-22T17:18:14.750,    1, 41.81, 1550, 0.86, 262144.00
