Speed,Segment,BDF_DSP,VID_DSP,DID_DSP,BDF_USP,VID_USP,DID_USP,Port,Receiver,Lane,Left Steps,Left (ps),Left (%UI),Right Steps,Right (ps),Right (%UI),Time Margin Steps,Time Margin (ps),Time Margin (%UI),Up Steps,Up (mV),Up (%UI),Down Steps,Down (mV),Down (%UI),Voltage Margin Steps,Voltage Margin (mV),Voltage Margin (%UI),Fail Cause Left,Fail Cause Right,Fail Cause Time Margin,Fail Cause Down,Fail Cause Up,Fail Cause Voltage Margin,Dwell Time,Margin to Time Value,Margin to Voltage Value,Max Offset Time,Max Offset Volt,Error Count Limit,Ind Left/Right,Ind Up/Down,Volt Supported,Ind Err Sampler,Sample Reporting Method,Num Voltage Steps,Num Timing Steps,Sampling Rate Voltage,Sampling Rate Timing,SampleCount,MaxLanes
32.0 = Gen 5,0,BbD1F0,0x8086,0x352a,BcD0F0,0x8086,0xe2ff,0,Rx(F),0,-7,-6.25,-20.0,7,6.25,20.0,NA,NA,NA,27,44.62809917355372,4.462809917355372,-25,-41.32231404958678,-4.132231404958678,NA,NA,NA,Max Step Number,Max Step Number,NA,Too Many Errors,Max Step Number,NA,1,7,27,40,20,2,Yes,Yes,Yes,Yes,Sampling Rate,121,14,31,31,0,15
